Location,Crime type,Longitude,Latitude
On or near Rosebery Road,Anti-social behaviour,-5.905185,54.588962
On or near Main Street,Anti-social behaviour,-5.888216,54.214678
On or near North Street,Anti-social behaviour,-6.454896,54.421148
On or near Fairhill Grove,Anti-social behaviour,-6.753572,54.643394
On or near Vicinage Park,Anti-social behaviour,-5.939137,54.610265
On or near Clifton Street,Anti-social behaviour,-7.310652,54.989543
On or near ,Anti-social behaviour,-6.03761,54.548307
On or near Bloomfield Road,Anti-social behaviour,-5.881253,54.59161
On or near Killynure Road,Anti-social behaviour,-5.883994,54.51425
On or near Canterbury Park,Anti-social behaviour,-7.279631,55.000618
On or near Linenhall Street,Anti-social behaviour,-6.65275,54.346343
On or near Heath Lodge Drive,Anti-social behaviour,-5.985805,54.606558
On or near Iveagh Drive,Anti-social behaviour,-6.276442,54.352389
On or near Mount Street,Anti-social behaviour,-6.667208,55.127296
On or near Salisbury Place,Anti-social behaviour,-6.003289,54.551654
On or near Springfield Road,Anti-social behaviour,-5.957103,54.596463
On or near Tullyreagh Road,Anti-social behaviour,-7.402586,54.342756
On or near Rodgers Villas,Anti-social behaviour,-7.280035,54.599447
On or near Eglantine Avenue,Anti-social behaviour,-5.941976,54.581301
On or near ,Anti-social behaviour,-7.345321,55.02103
On or near Regent Street,Anti-social behaviour,-5.699039,54.594157
On or near Newmarket Street,Anti-social behaviour,-7.318992,54.995249
On or near Linenhall Street,Anti-social behaviour,-6.65275,54.346343
On or near ,Anti-social behaviour,-5.985946,54.611215
On or near The Square,Anti-social behaviour,-6.001545,54.752966
On or near Sydney Lane,Anti-social behaviour,-6.973438,54.414964
On or near Priestland Road,Anti-social behaviour,-6.526576,55.204945
On or near Barrack Street,Anti-social behaviour,-6.340811,54.182059
On or near Erskine Street,Anti-social behaviour,-6.339564,54.180676
On or near ,Anti-social behaviour,-5.935297,54.6888
On or near Belmont Road,Anti-social behaviour,-5.878508,54.600654
On or near Hawthorn Drive,Anti-social behaviour,-6.629333,54.337454
On or near Sefton Drive,Anti-social behaviour,-5.879983,54.60086
On or near Vancouver Drive,Anti-social behaviour,-5.940773,54.623842
On or near Wesley Street,Anti-social behaviour,-7.642306,54.346688
On or near ,Anti-social behaviour,-5.95085,54.596196
On or near Wilson Crescent,Anti-social behaviour,-6.267478,54.855399
On or near ,Anti-social behaviour,-5.976532,54.576008
On or near Forthriver Park,Anti-social behaviour,-5.987562,54.62082
On or near ,Anti-social behaviour,-5.957997,54.669463
On or near Oceanic Avenue,Anti-social behaviour,-5.938179,54.617275
On or near Cidercourt Road,Anti-social behaviour,-6.217936,54.620774
On or near ,Anti-social behaviour,-5.813709,54.851712
On or near Cappagh Road,Anti-social behaviour,-6.927614,54.543995
On or near Saintfield Road,Anti-social behaviour,-5.908959,54.557885
On or near Doonbeg Drive,Anti-social behaviour,-5.927189,54.668949
On or near Casement Street,Anti-social behaviour,-6.273808,54.858867
On or near Reilly Street,Anti-social behaviour,-6.275952,54.350127
On or near Cumnock Walk,Anti-social behaviour,-5.787535,54.591298
On or near Churchill Park,Anti-social behaviour,-6.448424,54.431379
On or near ,Anti-social behaviour,-6.646715,55.126477
On or near ,Anti-social behaviour,-6.011191,54.5373
On or near Florence Square,Anti-social behaviour,-5.940546,54.6078
On or near Denorrton Park,Anti-social behaviour,-5.874954,54.605004
On or near ,Anti-social behaviour,-5.81292,54.85133
On or near Main Street,Anti-social behaviour,-6.652541,55.206186
On or near Old Lurgan Road,Anti-social behaviour,-6.412067,54.430664
On or near Casement Street,Anti-social behaviour,-6.273808,54.858867
On or near Woodstock Road,Anti-social behaviour,-5.904986,54.59285
On or near ,Anti-social behaviour,-5.877499,54.598328
On or near ,Anti-social behaviour,-5.93183,54.630411
On or near New Market Street,Anti-social behaviour,-6.668087,55.129156
On or near Altmore Gardens,Anti-social behaviour,-6.351678,54.174185
On or near Railway Street,Anti-social behaviour,-6.280034,54.86042
On or near Moy Road,Anti-social behaviour,-6.658542,54.3555
On or near Sandy Row,Anti-social behaviour,-6.441213,54.422032
On or near ,Anti-social behaviour,-5.985766,54.669039
On or near Alder Close,Anti-social behaviour,-6.004568,54.541926
On or near Linenhall Street,Anti-social behaviour,-6.65275,54.346343
On or near Thornhill Crescent,Anti-social behaviour,-6.021785,54.550197
On or near Claremont Street,Anti-social behaviour,-5.937415,54.586776
On or near Sleepy Valley,Anti-social behaviour,-6.169708,54.232296
On or near Edinburgh Park,Anti-social behaviour,-7.275146,54.600271
On or near Orchard Drive,Anti-social behaviour,-6.458639,54.409687
On or near Maryville Crescent,Anti-social behaviour,-6.267984,54.345026
On or near Roscor Bridge Road,Anti-social behaviour,-8.022578,54.482264
On or near Ashbury Court,Anti-social behaviour,-5.635529,54.648913
On or near Strangford Road,Anti-social behaviour,-5.586921,54.284735
On or near Drumawill Park,Anti-social behaviour,-7.664019,54.33164
On or near Killycarn Road,Anti-social behaviour,-6.474531,54.281105
On or near ,Anti-social behaviour,-5.985766,54.669039
On or near Leitrim Road,Anti-social behaviour,-6.130802,54.173151
On or near Coolehill Park,Anti-social behaviour,-5.95645,54.677119
On or near Schomberg Drive,Anti-social behaviour,-5.937704,54.590545
On or near Cleland Park Central,Anti-social behaviour,-5.678499,54.645899
On or near Glencam Road,Anti-social behaviour,-7.296333,54.617968
On or near Broadlands,Anti-social behaviour,-5.791115,54.734237
On or near ,Anti-social behaviour,-6.02454,54.510465
On or near Copeland Crescent,Anti-social behaviour,-5.734965,54.554949
On or near Newtownards Road,Anti-social behaviour,-5.898363,54.598862
On or near Porter Crescent,Anti-social behaviour,-5.850553,54.845569
On or near ,Anti-social behaviour,-6.219722,54.586605
On or near Enniskeen,Anti-social behaviour,-6.37828,54.447249
On or near Creeve Walk,Anti-social behaviour,-5.98604,54.574845
On or near Westland Court,Anti-social behaviour,-5.492489,54.546479
On or near Donaghadee Road,Anti-social behaviour,-5.644454,54.660166
On or near Victor Place,Anti-social behaviour,-6.293019,54.461834
On or near Stannus Place,Anti-social behaviour,-6.037107,54.510185
On or near Rossdale,Anti-social behaviour,-7.288668,54.997734
On or near Church Meadow,Anti-social behaviour,-7.288421,54.996646
On or near Wellington Park,Anti-social behaviour,-5.941149,54.582365
On or near Oakridge Avenue,Anti-social behaviour,-6.040513,54.529675
On or near Ardaveen Mews,Anti-social behaviour,-6.342576,54.163206
On or near Jacksonville Road,Anti-social behaviour,-6.754851,54.484869
On or near Bloomfield Walk,Anti-social behaviour,-5.658997,54.642576
On or near Moat Street,Anti-social behaviour,-5.539475,54.642991
On or near Island Street,Anti-social behaviour,-5.901082,54.601668
On or near Creeve Place,Anti-social behaviour,-6.061282,54.510306
On or near Manor Place,Anti-social behaviour,-6.614803,54.744212
On or near Carrick Strand,Anti-social behaviour,-7.471975,54.825813
On or near Cliftonville Road,Anti-social behaviour,-5.942591,54.615733
On or near Bradley Park,Anti-social behaviour,-7.316116,55.02837
On or near Magheramenagh Park,Anti-social behaviour,-6.655153,55.190674
On or near Windslow Rise,Anti-social behaviour,-5.821664,54.733532
On or near ,Anti-social behaviour,-5.980825,54.58147
On or near Downshire Drive,Anti-social behaviour,-5.788606,54.723589
On or near Colinward Street,Anti-social behaviour,-5.962251,54.600908
On or near Milltown Avenue,Anti-social behaviour,-6.043661,54.541047
On or near Glebe Road East,Anti-social behaviour,-5.943156,54.671719
On or near ,Anti-social behaviour,-6.01624,54.523367
On or near Freehall Park,Anti-social behaviour,-6.792884,55.163316
On or near ,Anti-social behaviour,-6.18531,54.096487
On or near Botanic Avenue,Anti-social behaviour,-5.932404,54.586753
On or near Enterprise Court,Anti-social behaviour,-5.674006,54.636126
On or near Kemmilhill Close,Anti-social behaviour,-6.325867,54.7484
On or near Hospital Road,Anti-social behaviour,-6.352147,54.180112
On or near Carsons Lane,Anti-social behaviour,-5.784673,54.50406
On or near Fifth Avenue,Anti-social behaviour,-6.356452,54.186254
On or near Grahamville Estate,Anti-social behaviour,-6.016481,54.058032
On or near Rathvarna Avenue,Anti-social behaviour,-6.077346,54.522368
On or near ,Anti-social behaviour,-6.015204,54.829659
On or near Summer Meadows Manor,Anti-social behaviour,-7.273016,54.996564
On or near Drumard Grange,Anti-social behaviour,-6.073495,54.51591
On or near Rathview,Anti-social behaviour,-6.286067,54.336956
On or near Windrush Park,Anti-social behaviour,-5.893291,54.556832
On or near ,Anti-social behaviour,-6.194158,54.731748
On or near ,Anti-social behaviour,-5.657455,54.643804
On or near Craigmore Park,Anti-social behaviour,-6.206982,54.713808
On or near South Sperrin,Anti-social behaviour,-5.832354,54.59024
On or near Rectory Park,Anti-social behaviour,-5.525565,54.487539
On or near Dock Street,Anti-social behaviour,-6.254958,54.09936
On or near ,Anti-social behaviour,-7.327399,55.008222
On or near Rossdowney Drive,Anti-social behaviour,-7.296901,54.993354
On or near Ardmoulin Street,Anti-social behaviour,-5.94292,54.599413
On or near Hazelwood Avenue,Anti-social behaviour,-6.021215,54.565156
On or near Altiskane,Anti-social behaviour,-7.448219,54.829094
On or near Sandholes Road,Anti-social behaviour,-6.756336,54.628465
On or near Castle Street,Anti-social behaviour,-5.930334,54.599189
On or near Lisburn Road,Anti-social behaviour,-5.935169,54.588355
On or near Carrigart Avenue,Anti-social behaviour,-6.017252,54.57289
On or near Lever Road,Anti-social behaviour,-6.713279,55.184906
On or near Corporation Square,Anti-social behaviour,-5.922286,54.604972
On or near Ashfield Gardens,Anti-social behaviour,-7.320271,54.498617
On or near Ardenlee Park,Anti-social behaviour,-5.907259,54.585036
On or near Largy Road,Anti-social behaviour,-6.40568,54.814367
On or near ,Anti-social behaviour,-6.646715,55.126477
On or near Larchwood Avenue,Anti-social behaviour,-6.28775,54.34529
On or near Glenrosa Street,Anti-social behaviour,-5.928439,54.613038
On or near Fisherwick Crescent,Anti-social behaviour,-6.260798,54.871663
On or near Wall Street,Anti-social behaviour,-5.895035,54.675312
On or near Fitzroy Avenue,Anti-social behaviour,-5.927349,54.585445
On or near Springfield Road,Anti-social behaviour,-5.958078,54.597405
On or near Carnreagh Bend,Anti-social behaviour,-5.927689,54.664617
On or near Inchcolm Avenue,Anti-social behaviour,-6.264612,54.8587
On or near Willow Park,Anti-social behaviour,-5.90278,54.407994
On or near ,Anti-social behaviour,-6.240897,55.205156
On or near Moat Road,Anti-social behaviour,-6.271751,54.860006
On or near Reilly Street,Anti-social behaviour,-6.272519,54.351659
On or near Kevlin Road,Anti-social behaviour,-7.300365,54.594985
On or near Beechcote Avenue,Anti-social behaviour,-6.423788,54.426029
On or near Fairview Park,Anti-social behaviour,-7.817101,54.418588
On or near Baird Avenue,Anti-social behaviour,-6.256793,54.421173
On or near Glenowen Park,Anti-social behaviour,-7.34734,55.001629
On or near Victoria Avenue,Anti-social behaviour,-5.710468,54.752355
On or near Ballycairn Drive,Anti-social behaviour,-5.938371,54.547015
On or near Springfield Road,Anti-social behaviour,-5.955366,54.59594
On or near Brambling Close,Anti-social behaviour,-6.065592,54.52431
On or near ,Anti-social behaviour,-5.94231,54.564549
On or near ,Anti-social behaviour,-6.44534,54.417611
On or near Rainey Street,Anti-social behaviour,-6.610359,54.755642
On or near Rathgill Green,Anti-social behaviour,-5.663864,54.637405
On or near ,Anti-social behaviour,-6.444925,54.421244
On or near Beechland Park,Anti-social behaviour,-6.508942,54.868792
On or near Rathgill Meadow,Anti-social behaviour,-5.66534,54.636786
On or near Clonfeacle Road,Anti-social behaviour,-6.73588,54.412575
On or near Rock Terrace,Anti-social behaviour,-7.320197,55.007131
On or near Kinarla Park,Anti-social behaviour,-7.667164,54.35515
On or near Edward Street,Anti-social behaviour,-6.335532,54.463119
On or near Brook Street,Anti-social behaviour,-7.331393,54.988949
On or near ,Anti-social behaviour,-6.068857,54.506204
On or near Glencolin Avenue,Anti-social behaviour,-6.014268,54.57701
On or near ,Anti-social behaviour,-5.913716,54.659921
On or near Rossfad Road,Anti-social behaviour,-7.641375,54.425273
On or near Chapel Hill,Anti-social behaviour,-6.049774,54.510731
On or near Recreation Road,Anti-social behaviour,-5.811902,54.860629
On or near Enterprise Crescent,Anti-social behaviour,-6.074121,54.513763
On or near Rothsay Square,Anti-social behaviour,-5.952344,54.613903
On or near Beechgrove Gardens,Anti-social behaviour,-5.947879,54.689032
On or near London Road,Anti-social behaviour,-5.908498,54.589226
On or near Ballymote Park,Anti-social behaviour,-5.70894,54.316006
On or near White Glen,Anti-social behaviour,-6.041173,54.556514
On or near ,Anti-social behaviour,-6.062278,54.504931
On or near Boyland Road,Anti-social behaviour,-6.455023,55.082055
On or near Manor Drive,Anti-social behaviour,-6.05051,54.508569
On or near Sandy Braes,Anti-social behaviour,-6.596863,54.753771
On or near Belmore Street,Anti-social behaviour,-7.633041,54.344127
On or near Velton Manor,Anti-social behaviour,-6.451333,54.368139
On or near Trevor Hill,Anti-social behaviour,-6.335799,54.177929
On or near York Road,Anti-social behaviour,-5.924059,54.617267
On or near Minorca Drive,Anti-social behaviour,-5.82133,54.717191
On or near Raphael Street,Anti-social behaviour,-5.92296,54.592953
On or near ,Anti-social behaviour,-7.310224,55.035442
On or near Chapel Lane,Anti-social behaviour,-5.93264,54.600091
On or near Thomas Street,Anti-social behaviour,-6.275819,54.868688
On or near Fernlea Gardens,Anti-social behaviour,-6.005117,54.749197
On or near Holland Park,Anti-social behaviour,-6.278581,54.87295
On or near Fletcher Avenue,Anti-social behaviour,-7.321003,55.005689
On or near ,Anti-social behaviour,-5.601458,54.610979
On or near Laurelhill Park,Anti-social behaviour,-6.065111,54.520762
On or near Mount Oriel Court,Anti-social behaviour,-6.212749,54.718511
On or near Whyte Acres,Anti-social behaviour,-6.257769,54.344744
On or near Navan Street,Anti-social behaviour,-6.660962,54.345868
On or near Carlisle Road,Anti-social behaviour,-7.319958,54.994473
On or near Ballynure Street,Anti-social behaviour,-5.949275,54.614894
On or near Coolnasilla Park East,Anti-social behaviour,-5.993975,54.580485
On or near Ormeau Road,Anti-social behaviour,-5.917333,54.575883
On or near Derrygore Road,Anti-social behaviour,-7.638603,54.362182
On or near ,Anti-social behaviour,-6.05613,54.506629
On or near Woodburn Crescent,Anti-social behaviour,-6.779428,54.501552
On or near Rugby Gardens,Anti-social behaviour,-5.699916,54.587938
On or near ,Anti-social behaviour,-6.444285,54.423491
On or near Fairview Park,Anti-social behaviour,-6.776174,54.504564
On or near Abbey Park,Anti-social behaviour,-5.674088,54.654216
On or near Waterside Link,Anti-social behaviour,-7.312088,54.994213
On or near Back Lower Road,Anti-social behaviour,-6.57035,54.576397
On or near Main Street,Anti-social behaviour,-5.821622,54.85137
