Official Name,Add_1,Add_2,Add_3,County,Ethos,DEIS,Number of Males in 2014,Number of Females in 2014,Total number of Students in 2014,xcoord,ycoord,Long,Lat,Roll_No
ATHLONE N S,Unit 5,Arcadia Centre,Arcadia,Westmeath,CHURCH OF IRELAND,N,40,27,67,204101,242437,-7.93829,53.432,16092U
MILLTOWNPASS N S,MILLTOWNPASS,CO WESTMEATH,,Westmeath,CATHOLIC,N,44,54,98,250006,243853,-7.24737,53.4424,16304J
BALLINAGORE MIXED N S,BALLINAGORE,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,33,33,66,235787,239877,-7.46182,53.4078,16340N
SN DEAGHAN O CEALLAIGH,ATHLONE,CO WESTMEATH,,Westmeath,CATHOLIC,Y,85,0,85,203111,241481,-7.9532,53.4234,16639R
ST. COLMCILLE'S N.S.,GAINSTOWN,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,106,120,226,244777,248285,-7.32544,53.4827,16838A
BAILE NA GCEALLACH N S,COLLINSTOWN,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,65,46,111,251758,266940,-7.21719,53.6497,16868J
BAILE COIREIL N S,BAILE COIREIL,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,57,63,120,253745,248595,-7.19029,53.4846,16914N
KILCUMERAGH N S,KILCUMERAGH,MOTA,GRAINNE OIGE,Westmeath,CATHOLIC,N,50,31,81,223654,241739,-7.64414,53.4252,16961W
S N NA NDUN,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,69,49,118,250276,251051,-7.24216,53.507,17025K
CLUAIN MAOLAIN N S,CLUAIN MAOLAIN,AN UAIMH,CO MEATH,Westmeath,CATHOLIC,N,113,97,210,265237,268694,-7.01299,53.6639,17089N
CLUAIN BUINNE N S,CLUAIN BUINNE,ATHLONE,CO WESTMEATH,Westmeath,CATHOLIC,N,58,50,108,207612,238529,-7.88556,53.3969,17102C
BL OLIVER PLUNKETT N S,MOATE,CO WESTMEATH,,Westmeath,CATHOLIC,N,91,0,91,218129,238535,-7.72744,53.3967,17167H
MHICHIL NAOFA N S,CASTLETOWN-GEOGHEGAN,CO WESTMEATH,,Westmeath,CATHOLIC,N,41,37,78,233583,243823,-7.49454,53.4434,17182D
RATH EOGHAN N S,RATH EOGHAN,CO WESTMEATH,,Westmeath,CATHOLIC,N,32,43,75,231762,267145,-7.51958,53.6531,17189R
BOHER N S,BOHER,STREAMSTOWN,CO WESTMEATH,Westmeath,CATHOLIC,N,20,12,32,226985,245798,-7.59368,53.4616,17236A
DYSART NS,DYSART,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,19,16,35,235875,246790,-7.45971,53.4699,17290G
CURRAGHMORE N S,CURRAGHMORE,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,111,113,224,247076,253522,-7.29002,53.5295,17327D
MAGH MORA N S,MOYVORE,CO WESTMEATH,,Westmeath,CATHOLIC,N,7,25,32,224824,253927,-7.62557,53.5347,17432A
NAOMH MICHEAL N S,CASTLETOWN-FINEA,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,14,13,27,244070,278428,-7.33182,53.7536,17606H
SC CIARAIN,LOWER WARREN,ATHLONE,CO WESTMEATH,Westmeath,CATHOLIC,N,77,69,146,210531,242626,-7.84154,53.4336,17708P
NAOMH MUIRE N S,FIODH AN ATHA,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,10,12,22,241194,281033,-7.37508,53.7772,17743R
CILL CLEITHE N S,CILL CLEITHE,MOATE,CO WESTMEATH,Westmeath,CATHOLIC,N,45,44,89,212839,236011,-7.80707,53.3741,17806P
S N AODHA NAOFA,KILBEGGAN,CO WESTMEATH,,Westmeath,CATHOLIC,N,15,14,29,239582,232994,-7.40561,53.3457,17882I
CORR NA MADADH N S,CORR NA MADADH,ATHLONE,CO WESTMEATH,Westmeath,CATHOLIC,N,140,135,275,206513,242753,-7.90199,53.4348,17903N
ODHRAN NAOFA N S,SONNA,SLANEMORE,MULLINGAR,Westmeath,CATHOLIC,N,38,52,90,234370,256677,-7.48129,53.5589,17932U
EOIN NAOFA N S,BALLYMORE,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,Y,51,35,86,221345,248963,-7.67838,53.4902,17991N
DIARMADA N S,CASTLEPOLLARD,CO WESTMEATH,,Westmeath,CATHOLIC,N,38,26,64,246425,266218,-7.29795,53.6437,18036U
S N NAOMH FIONTAN,LISMACAFFREY,CO WESTMEATH,,Westmeath,CATHOLIC,N,40,24,64,235753,273858,-7.45844,53.7132,18193N
SCOIL NA MAIGHDINE MHUIRE,"P.O.BOX 8,","HARBOUR STREET,","MULLINGAR,",Westmeath,CATHOLIC,N,4,202,206,243629,253358,-7.34202,53.5284,18212O
LOCHAN AN BHEALAIGH N S,LOCHAN AN BHEALAIGH,BALLINEA,MULLINGAR,Westmeath,CATHOLIC,N,31,28,59,231698,248587,-7.52243,53.4863,18262G
SCOIL NA MBRAITHRE,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,259,40,299,243357,253081,-7.34616,53.5259,18381O
S N PHOIL NAOFA,ATHLONE,CO WESTMEATH,,Westmeath,CATHOLIC,Y,84,88,172,203880,241131,-7.94163,53.4203,18405C
MHUIRE N S,RATH AIRNE,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,80,88,168,259892,253108,-7.09683,53.5245,18484B
NAOMH CLAR N S,TOBER CLAR,ATHLONE,CO WESTMEATH,Westmeath,CATHOLIC,N,147,114,261,209567,249133,-7.85584,53.4921,18505G
SCOIL MHUIRE,TEACH MUNNA,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,47,42,89,246158,259917,-7.30292,53.5871,18533L
NAOMH TOMAS N S,RATHOWEN,CO WESTMEATH,,Westmeath,CHURCH OF IRELAND,Y,11,10,21,230775,267675,-7.53446,53.6579,18591C
EARNAIN MXD N S,DEALBHNA MOR,CO WESTMEATH,,Westmeath,CATHOLIC,N,61,61,122,260381,263535,-7.08745,53.6181,18598Q
NAOMH IOSEF N S,RATH GHUAIRE,KILLUCAN,CO WESTMEATH,Westmeath,CATHOLIC,N,124,116,240,257174,251162,-7.13817,53.5073,18640M
AN GHRIANAN N S,MOATE,CO WESTMEATH,,Westmeath,CATHOLIC,N,106,93,199,215482,241559,-7.76709,53.4239,18679Q
S N NA NAOMH UILE,MULLINGAR,CO WESTMEATH,,Westmeath,CHURCH OF IRELAND,N,56,41,97,243846,252901,-7.33882,53.5242,18744B
ARD NA GCRAITH N S,ARD NA GCRAITH,WALDERSTOWN,ATHLONE,Westmeath,CATHOLIC,N,57,63,120,213955,248119,-7.78977,53.4829,18764H
LOCH AN GHAIR N S,LOCH AN CHAIR,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,92,100,192,248211,258105,-7.2722,53.5706,18812P
S N AN CUSAN,AN CUASAN,ATHLONE,CO WESTMEATH,Westmeath,CATHOLIC,N,201,181,382,204423,244036,-7.93342,53.4464,18864L
SCOIL PHADRAIG,BAILE AN MHUILEANN,MUILEANN CEARR,CO NA HIARMHI,Westmeath,CATHOLIC,N,45,43,88,230195,254461,-7.54451,53.5392,19008U
NAOMH TOLA N S,COILL UAILLEACH,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,77,89,166,257570,259803,-7.13061,53.5849,19205W
S N CHRUIMIN NAOFA,MUILTE FARANNAIN,CO NA HIARMHIDHE,,Westmeath,CATHOLIC,N,63,82,145,239738,263943,-7.39935,53.6238,19350I
KILPATRICK NS,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,116,116,232,240037,251460,-7.39643,53.5116,19607T
BALLINAHOWEN NS,ATHLONE,CO WESTMEATH,,Westmeath,CATHOLIC,N,33,31,64,209984,233258,-7.85006,53.3495,19632S
SCOIL CHOLMAIN NAOFA,BELLVIEW,MULLINGAR,CO WESTMEATH,Westmeath,CATHOLIC,N,246,214,460,244622,253358,-7.32705,53.5283,19650U
ST ETCHENS NATIONAL SCHOOL,KINNEGAD,CO WESTMEATH,,Westmeath,CATHOLIC,N,285,275,560,259636,245521,-7.10214,53.4564,19848S
SC NA GCEITHRE MAISTRI,LIOS UI MHULLAIN,ATH LUAIN,,Westmeath,CATHOLIC,N,165,134,299,205503,241889,-7.91721,53.4271,19948W
GAELSCOIL AN MHUILINN,AN MUILEANN CEARR,CO NA HIARMHI,,Westmeath,CATHOLIC,N,108,143,251,242705,253289,-7.35597,53.5278,20002P
SCOIL AN CHLOCHAIR CILL BHEAGAN,KILBEGGAN,CO WESTMEATH,,Westmeath,CATHOLIC,N,106,121,227,233781,235339,-7.49247,53.3672,20063M
ST MARYS NS,GRACEPARK RD,ATHLONE,CO WESTMEATH,Westmeath,CATHOLIC,Y,235,168,403,204473,241685,-7.93271,53.4253,20073P
MULLINGAR EDUCATE TOGETHER,RATHGOWAN,MULLINGAR,CO. WESTMEATH,Westmeath,MULTI DENOMINATIONAL,Y,251,175,426,242209,253028,-7.36348,53.5255,20188J
Gaelscoil An Choillín,AN COILLIN MOR,AN MUILEANN gCEARR,CO na hIARMHÍ,Westmeath,INTER DENOMINATIONAL,N,47,48,95,242731,256325,-7.35516,53.5551,20238V
St Francis Primary School,Rochfortbridge,Co Westmeath,,Westmeath,CATHOLIC,N,125,132,257,0,0,-10.8631,51.2181,20439I
ST CANICE S CONVENT,ROSBERCON,NEW ROSS,CO WEXFORD,Wexford,CATHOLIC,N,145,126,271,271336,127819,-6.95188,52.3973,01840C
SCOIL NÁISIÚNTA BHANTIARNA LOURDES,BUNCLODY,CO WEXFORD,,Wexford,CATHOLIC,Y,129,148,277,291134,156359,-6.65325,52.6508,03633H
S N BAILE MUIRNE,BALLYMURN,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,63,88,151,303775,133225,-6.47374,52.4407,05070W
CLONROCHE N S,CLONROCHE,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,Y,54,57,111,286762,133608,-6.72378,52.4471,06959G
ST SENANS NATIONAL SCH,TEMPLESHANNON,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,Y,232,254,486,298058,140171,-6.55575,52.5042,08221J
SHIELBEGGAN CONVENT,SHIELBEGGAN,RAMSGRANGE,CO WEXFORD,Wexford,CATHOLIC,N,29,12,41,276871,112358,-6.8741,52.2577,09184L
BALLYOUGHTER N S,BALLYOUGHTER,BALLYCANEW,CO WEXFORD,Wexford,CATHOLIC,N,20,21,41,310721,152691,-6.36514,52.6142,10780L
FAYTHE CONVENT,ST JOHN OF GODS CONVENT,WEXFORD,,Wexford,CATHOLIC,Y,110,138,248,305434,121014,-6.45319,52.3307,11361T
CAIME N S,CAIME,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,78,74,152,289674,140867,-6.67901,52.5119,11380A
CONVENT OF MERCY,PAIRC AN CHINNEIDEACH,LOCH GARMAN,,Wexford,CATHOLIC,Y,247,224,471,303870,120728,-6.47621,52.3284,11986N
MICHAEL ST N S,MICHAEL ST,NEW ROSS,CO WEXFORD,Wexford,CATHOLIC,Y,136,0,136,272109,127308,-6.94063,52.3927,12372G
MARSHALSTOWN N S,MARSHALSTOWN,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,76,78,154,294782,144931,-6.60262,52.5475,12741L
ST PATRICKS N S,BALLYROEBUCK NS,BUNCLODY,CO WEXFORD,Wexford,CATHOLIC,N,42,56,98,298087,156462,-6.5505,52.6506,12841P
GLANBRIAN N S,GLANBRIAN,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,35,24,59,301971,135818,-6.49947,52.4644,13299E
COURT N S,COURT,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,62,53,115,312495,145981,-6.34124,52.5536,13335F
KILNAMANAGH N S,KILNAMANAGH,OULART,GOREY,Wexford,CHURCH OF IRELAND,N,5,15,20,311109,142051,-6.36298,52.5186,13999J
S N MHUIRE,DANESCASTLE,BANNON,CO WEXFORD,Wexford,CATHOLIC,N,85,95,180,286659,110444,-6.73127,52.239,14254K
CURRACLOE N S,CURRACLOE,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,50,48,98,309524,127959,-6.39094,52.3923,14492D
BALLAGHKEENE N S,BALLAGHKEENE,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,Y,67,62,129,306805,137779,-6.42773,52.4811,14668O
KILMYSHALL N S,KILMYSHALL,BUNCLODY,CO WEXFORD,Wexford,CATHOLIC,N,58,57,115,291058,153702,-6.6551,52.627,14777T
GUSSERANE N S,GUSSERANE,NEW ROSS,CO WEXFORD,Wexford,CATHOLIC,N,35,43,78,277826,117972,-6.85882,52.308,14900P
ST JOSEPHS N S,KILMUCKRIDGE,CO WEXFORD,,Wexford,CATHOLIC,N,107,92,199,316262,141032,-6.28745,52.5084,14903V
ST LEONARDS N S,BALLYCULLANE,NEW ROSS,CO WEXFORD,Wexford,CATHOLIC,N,60,54,114,281699,112612,-6.80334,52.2593,14909K
CARRIGDUFF NAT SCHOOL,CARRIGDUFF,BUNCLODY,CO WEXFORD,Wexford,CHURCH OF IRELAND,N,31,35,66,290367,157006,-6.6644,52.6568,15177A
CAMOLIN N S,CAMOLIN,ENNISCORTY,CO WEXFORD,Wexford,CATHOLIC,N,61,43,104,306641,152676,-6.42536,52.6149,15354T
RIVERCHAPEL N S,RIVERCHAPEL,COURTOWN HARBOUR,CO WEXFORD,Wexford,CATHOLIC,N,218,194,412,319591,155532,-6.23321,52.6379,15367F
SN BAILE THOMAIS,BAILE THOMAIS,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,44,42,86,310756,169479,-6.35898,52.7651,15407O
OULART N S,OULART,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,74,80,154,309386,140200,-6.38896,52.5023,15419V
BALLYCANEW N S,BALLYCANEW N S,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,89,63,152,314762,152327,-6.30563,52.6101,15420G
MONASEED N S,MONASEED,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,63,50,113,307981,163901,-6.40191,52.7155,15937U
TOMBRACK N S,TOMBRACK,FERNS,CO WEXFORD,Wexford,CATHOLIC,N,25,18,43,298222,150842,-6.55018,52.6,15940J
CLOLOGUE N S,CLOLOGUE,FERNS,CO WEXFORD,Wexford,CATHOLIC,N,14,20,34,306631,150467,-6.42622,52.5951,15948C
BALLINDAGGIN N S,BALLINDAGGIN,CO WEXFORD,,Wexford,CATHOLIC,N,61,81,142,289677,147088,-6.67728,52.5678,15962T
RATHGAROGUE N S,RATHGAROGUE,NEW ROSS,CO WEXFORD,Wexford,CATHOLIC,N,121,107,228,277251,131297,-6.86418,52.4278,16023B
NEWBAWN N S,SACRED HEART N.S.,NEWBAWN,CO.WEXFORD.,Wexford,CATHOLIC,N,84,59,143,282206,121769,-6.79368,52.3415,16072O
BUNSCOIL LORETO,GOREY,CO WEXFORD,,Wexford,CATHOLIC,N,166,472,638,315736,159416,-6.28877,52.6736,16145P
ST MARYS N S,BALLYGARRETT,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,100,91,191,319998,148662,-6.22969,52.5761,16409A
KILRANE N S,KILRANE,CO WEXFORD,,Wexford,CATHOLIC,N,131,146,277,312568,111170,-6.35185,52.2409,16605A
S N BAILE CUISIN,CUSHINSTOWN NS,FOULKMILLS,CO WEXFORD,Wexford,CATHOLIC,N,121,120,241,277959,125415,-6.85515,52.3748,16673R
SCOIL NA MBRAITHRE,NEW ROSS,CO WEXFORD,,Wexford,CATHOLIC,Y,212,0,212,272038,127794,-6.94157,52.397,16741I
S N BEARNA NA H-AILLE,OYLEGATE,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,76,72,148,300419,131322,-6.52365,52.4243,16828U
KILTEALY N S,KILTEALY,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,47,50,97,285312,146864,-6.74171,52.5665,16833N
S N NMH BRIGHDE,BLACKWATER,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,107,100,207,312400,133925,-6.3467,52.4453,16841M
S N CLOCHAR MHUIRE,ROSSLARE,CO WEXFORD,,Wexford,CATHOLIC,N,94,80,174,309669,115770,-6.39279,52.2828,16879O
CLONGEEN MXD N S,CLONGEEN,FOULKSMILLS,CO WEXFORD,Wexford,CATHOLIC,N,61,56,117,283947,116789,-6.76938,52.2965,16992K
S N AN GHLEANNA,GLYNN,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,115,126,241,296704,125495,-6.57993,52.3726,17005E
S N PHADRAIG,CROSSABEG,CO WEXFORD,,Wexford,CATHOLIC,N,91,110,201,301639,127341,-6.50693,52.3883,17017L
S N CUL GREINE,COOLGREANY,GOREY,CO WEXFORD,Wexford,CATHOLIC,Y,41,51,92,319234,169418,-6.23345,52.7627,17117P
S N BAILE UI COILEAIN,BALLYCULLANE,NEW ROSS,CO WEXFORD,Wexford,CATHOLIC,Y,35,22,57,279287,114803,-6.83815,52.2793,17194K
SCOIL NA MBRAITHRE,CHRISTIAN BROTHERS SCHOOL,WEXFORD,,Wexford,CATHOLIC,N,236,0,236,304710,121219,-6.46374,52.3327,17217T
S N CHAOMHAIN TORRCHOILL,GOREY,CO WEXFORD,,Wexford,CATHOLIC,N,120,104,224,320920,163162,-6.21078,52.7061,17235V
SCOIL IOBAR NAOFA,ST IBARS NS,CLOHAMON,ENNISCORTHY,Wexford,CATHOLIC,N,12,13,25,293259,155298,-6.62215,52.6409,17267L
S N PADRAIG,CRAANFORD,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,81,69,150,308732,159862,-6.39213,52.6791,17354G
S N CLOCHAR MHUIRE,ST JOHNS ROAD,WEXFORD,,Wexford,CATHOLIC,N,89,278,367,304249,121747,-6.47034,52.3375,17373K
S N FIONNTAIN,TAGHMON,CO WEXFORD,,Wexford,CATHOLIC,Y,98,109,207,291851,120035,-6.65266,52.3244,17443F
S N MHAODHOIG,POLL FOTHAIR,FIODH ARD,ROS MHIC TREOIN,Wexford,CATHOLIC,N,89,72,161,278274,106297,-6.85496,52.203,17450C
NMH IOSEPH N S,NEW ROSS,CO WEXFORD,,Wexford,CATHOLIC,Y,0,343,343,271996,127391,-6.94227,52.3934,17457Q
S N TREASA NFA,BALLYELLIS,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,48,48,96,304248,161783,-6.45781,52.6972,17510R
S N CAISLEAN DOCHRAILL,BALLYCARNEY,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,20,12,32,294276,148951,-6.60894,52.5837,17519M
S N ABBAIN,ADAMSTOWN,CO WEXFORD,,Wexford,CATHOLIC,N,73,64,137,287353,127506,-6.71668,52.3922,17526J
S N NMH SEOSAIMH,BAILE MIOTA,CO LOCH GARMAN,,Wexford,CATHOLIC,N,96,71,167,287748,114837,-6.71419,52.2783,17554O
S N BAILE FADA,BALLYFAD,INCH,CO WEXFORD,Wexford,CATHOLIC,N,16,21,37,316852,169801,-6.26858,52.7667,17610V
ST GARVANS NS,CARROWREIGH,TAGHMON,CO WEXFORD,Wexford,CATHOLIC,N,60,65,125,289565,122961,-6.68541,52.351,17612C
ST JOSEPH'S N.S.,DONARD,POULPEASTY,"CLONROCHE, ENNISCORTHY",Wexford,CATHOLIC,Y,40,35,75,282264,133807,-6.78988,52.4496,17638U
S N OLIBHEIR BEANNUITHE,DUNCANNON,CO WEXFORD,,Wexford,CATHOLIC,N,35,29,64,273056,108627,-6.93077,52.2247,17656W
S N RATH AN IUBHAIR,RATH AN IUBHAIR,INISCORTAIGH,CO LOCH GORMAN,Wexford,CATHOLIC,Y,75,74,149,283791,139264,-6.76605,52.4984,17707N
SCOIL EOIN BAISTE,BALLYHOGUE,GALLBHAILE,INIS CORTHAIDH,Wexford,CATHOLIC,Y,17,23,40,292619,128272,-6.63913,52.3982,17734Q
Scoil Ghormáin Naofa,CASTLETOWN,INCH,CO WEXFORD,Wexford,CATHOLIC,N,67,46,113,322450,164916,-6.1875,52.7215,17768K
S N MHUIRE,TAGOAT,CO WEXFORD,,Wexford,CATHOLIC,Y,47,63,110,310167,111686,-6.38683,52.246,17769M
S N SEOSAMH NFA,BREE,ENNISCORTY,CO WEXFORD,Wexford,CATHOLIC,N,98,94,192,294678,132279,-6.60775,52.4339,17800D
ST MARYS N S,ST MARYS N.S.,PARNELL AVENUE,ENNISCORTHY,Wexford,CHURCH OF IRELAND,N,45,39,84,296986,139387,-6.57176,52.4973,17812K
SN MHUIRE,BALLYHOGUE,BREE,ENNISCORTHY,Wexford,CATHOLIC,Y,21,19,40,296978,130077,-6.57458,52.4137,17841R
S N COILL AN IARAINN,KILANERIN,GOREY,CO WEXFORD,Wexford,CATHOLIC,N,59,48,107,315835,165727,-6.28508,52.7303,17858L
S N MHUIRE,BAILE BEARNA,CO LOCH GORMAN,,Wexford,CATHOLIC,N,145,125,270,299376,121619,-6.54185,52.3373,17913Q
Davidstown Primary School,Davidstown Primary School,Enniscorthy,Co Wexford,Wexford,CATHOLIC,N,44,36,80,292680,137323,-6.63572,52.4795,18010C
FIONNTAIN NFA N S,MAGH GLAS,BALLYCOGLEY,CO WEXFORD,Wexford,CATHOLIC,N,62,49,111,301400,111234,-6.51529,52.2436,18133S
S N RAITHIN,RAHEEN,ENNISCORTHY,CO WEXFORD,Wexford,CATHOLIC,N,59,50,109,282028,127312,-6.79494,52.3913,18191J
SCOIL NAOMH IOSEPH,GOREY,CO WEXFORD,,Wexford,CATHOLIC,N,267,0,267,315506,159449,-6.29216,52.674,18280I
S N MOIN NA GCAOR,MONAGEER,BALLYSIMON,ENNISCORTHY,Wexford,CATHOLIC,N,84,68,152,303240,142656,-6.47868,52.5256,18308E
S N PADRAIG NFA,CUL MOCHUDHA,INISCORTHAIDH,CO LOCH GORMAN,Wexford,CATHOLIC,N,56,57,113,288829,137421,-6.69237,52.4811,18315B
BOOLAVOGUE N S,BOOLAVOGUE,FERNS,CO WEXFORD,Wexford,CATHOLIC,N,62,34,96,307194,145996,-6.41936,52.5548,18336J
S N CATRIONA NFA,BALLYHACK,ARTHURSTOWN,NEW ROSS,Wexford,CATHOLIC,N,37,40,77,271077,111549,-6.95912,52.2512,18387D
S N BAILE AN PHIARSAIGH,DRINAGH,CO WEXFORD,,Wexford,CATHOLIC,N,123,115,238,303231,116024,-6.48702,52.2863,18558E
S N BHAILE MHUIRNE,MURRINTOWN,CO WEXFORD,,Wexford,CATHOLIC,N,126,118,244,301019,115933,-6.51946,52.2859,18684J
BALLYDUFF N S,BALLYDUFF,CAMOLIN,CO WEXFORD,Wexford,CATHOLIC,N,38,59,97,303743,155029,-6.4674,52.6366,18687P
CASTLEBRIDGE N S,CASTLEBRIDGE,CO WEXFORD,,Wexford,CATHOLIC,N,119,97,216,305557,127244,-6.44942,52.3867,18707S
ST EDANS N S,FERNS,CO WEXFORD,,Wexford,CHURCH OF IRELAND,N,22,13,35,302129,149152,-6.49305,52.5841,18714P
ST IBERIUS N S,DAVITT ROAD,WEXFORD,CO WEXFORD,Wexford,CHURCH OF IRELAND,N,55,43,98,304405,121655,-6.46808,52.3367,18824W
S N NA SCRINE,SKREEN,CO WEXFORD,,Wexford,CATHOLIC,N,78,71,149,308356,130033,-6.40742,52.4112,18839M
RATHANGAN N S,RATHANGAN,DUNCORMACK,CO WEXFORD,Wexford,CATHOLIC,N,153,120,273,294581,109873,-6.61548,52.2326,19317K
SC NAIS REALTA NA MARA,AN CHILL MHOR,CO LOCH GARMAN,,Wexford,CATHOLIC,Y,193,189,382,299427,107133,-6.54537,52.2071,19352M
GOREY CENTRAL SCHOOL,GOREY,CO WEXFORD,,Wexford,CHURCH OF IRELAND,N,120,94,214,315186,159383,-6.29691,52.6734,19419S
RAMSGRANGE CENTRAL N S,RAMSGRANGE,NEW ROSS,CO WEXFORD,Wexford,CATHOLIC,N,46,48,94,273804,110942,-6.91932,52.2454,19528A
SCOIL MHUIRE,HORESWOOD,CAMPILE,CO WEXFORD,Wexford,CATHOLIC,N,156,145,301,271173,118118,-6.95633,52.3102,19604N
SCOIL MHUIRE COOLCOTTS,SCOIL MHUIRE,COOLCOTTS,CO WEXFORD,Wexford,CATHOLIC,Y,296,267,563,303378,121547,-6.48317,52.3359,19739N
SCOIL MHUIRE,BROADWAY,CO WEXFORD,,Wexford,CATHOLIC,N,77,54,131,310177,108688,-6.38766,52.219,19741A
NAOMH MAODHOG N.S.,FERNS,CO WEXFORD,,Wexford,CATHOLIC,N,142,125,267,301827,149838,-6.49729,52.5904,19890R
ST AIDANS PARISH SCHOOL,ENNISCORTHY,CO. WEXFORD,,Wexford,CATHOLIC,Y,443,410,853,296982,140147,-6.5716,52.5042,20003R
GAELSCOIL LOCH GARMAN,UISCE AN EASPAIG,LOCH GARMAN,,Wexford,CATHOLIC,N,117,106,223,304125,120627,-6.4725,52.3275,20008E
GAELSCOIL INIS CORTHAIDH,Bothar Ros Mhic Thriuin,Inis Corthaidh,Co Loch Garman,Wexford,CATHOLIC,N,90,122,212,296641,139765,-6.57673,52.5008,20057R
GAELSCOIL MHOSHIOLOG,AN CHRAOBHACH,BOTHAR CHARN AN BHUA,GUAIRE,Wexford,INTER DENOMINATIONAL,N,117,133,250,313963,159439,-6.31496,52.6742,20165U
GOREY EDUCATE TOGETHER NS,KILNAHUE LANE,CARNEW ROAD,GOREY,Wexford,MULTI DENOMINATIONAL,N,212,162,374,313905,159485,-6.3158,52.6746,20214H
Wexford Educate Together National School,Whitemill,Clonard,Wexford,Wexford,MULTI DENOMINATIONAL,N,54,48,102,303151,120678,-6.48677,52.3281,20333P
GRANGE CON N S,GRANGE,CO WICKLOW,,Wicklow,CATHOLIC,N,14,23,37,284436,194516,-6.74234,52.9948,00973Q
GLENEALY 1 N S,GLENEALY,CO WICKLOW,,Wicklow,CATHOLIC,Y,68,56,124,324218,191804,-6.15112,52.9627,00984V
S N NAOMH PADRAIG,BEARNA CHLE,ARKLOW,CO WICKLOW,Wicklow,CATHOLIC,N,43,47,90,319132,172981,-6.23366,52.7947,01782O
AN T INBHEAR MOR B N S,ARKLOW,CO WICKLOW,,Wicklow,CATHOLIC,Y,206,0,206,323754,173438,-6.165,52.7978,02276E
BLESSINGTON 1 N S,BLESSINGTON,CO WICKLOW,,Wicklow,CHURCH OF IRELAND,N,79,78,157,297793,215430,-6.5371,53.1804,06176U
SISTERS OF CHARITY N S,RAVENSWELL,BRAY,CO WICKLOW,Wicklow,CATHOLIC,Y,90,162,252,326166,219184,-6.1114,53.2081,07246U
POWERSCOURT N S,POWERSCOURT,ENNISKERRY,CO WICKLOW,Wicklow,CHURCH OF IRELAND,N,34,39,73,322380,217357,-6.16874,53.1926,09760V
LACKEN MXD N S,LACKEN,BLESSINGTON,CO WICKLOW,Wicklow,CATHOLIC,N,41,39,80,301271,211001,-6.48649,53.1399,10111O
MOIN AN BHEALAIGH N S,MOIN AN BHEALAIGH,CO CILL MANTAIN,,Wicklow,CATHOLIC,N,53,40,93,298863,207207,-6.52363,53.1063,10131U
KILBRIDE N S,MANOR KILBRIDE,BLESSINGTON,CO WICKLOW,Wicklow,CATHOLIC,N,62,58,120,302473,217480,-6.46646,53.1979,10683N
BRITTAS BAY MXD N S,BRITTAS BAY,CO WICKLOW,,Wicklow,CATHOLIC,N,92,74,166,331218,185150,-6.04968,52.9012,11372B
NUNS CROSS N S,NUNS CROSS,ASHFORD,CO WICKLOW,Wicklow,CHURCH OF IRELAND,N,65,43,108,325807,197955,-6.12509,53.0175,11649S
